"","genre","artist_name","track_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"78","hip-hop","Tyler, The Creator","WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)",0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,121573,4
"79","hip-hop","Tyler, The Creator","SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,588139,4
"80","hip-hop","Tyler, The Creator","She",0.35,0.621,8,-6.495,0,0.233,0.256,3.44e-05,0.613,0.459,83.375,253387,4
"81","hip-hop","XXXTENTACION","Revenge",0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4
"82","hip-hop","XXXTENTACION","Hope",0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
"83","hip-hop","XXXTENTACION","Everybody Dies In Their Nightmares",0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
"84","hip-hop","XXXTENTACION","Jocelyn Flores",0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
"85","hip-hop","XXXTENTACION","SAD!",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
"86","hip-hop","XXXTENTACION","Fuck Love (feat. Trippie Redd)",0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
"87","hip-hop","XXXTENTACION","Moonlight",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
"88","hip-hop","XXXTENTACION","Look At Me!",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4
"89","hip-hop","XXXTENTACION","Falling Down - Bonus Track",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
"90","hip-hop","XXXTENTACION","True Love",0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4
"91","hip-hop","Gunna","Drip Too Hard (Lil Baby & Gunna)",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
"92","hip-hop","Gunna","pushin P (feat. Young Thug)",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1
"93","hip-hop","Gunna","Lemonade (feat. Gunna, Don Toliver & NAV)",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4
"94","hip-hop","Gunna","P power (feat. Drake)",0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251,193347,4
"95","hip-hop","Gunna","Banking On Me",0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
"96","hip-hop","Gunna","Drip or Drown",0.952,0.478,5,-8.52,0,0.361,0.774,0,0.112,0.568,118.008,126168,4
"97","hip-hop","Gunna","Chocolate (feat. Young Thug and Gunna)",0.854,0.611,1,-6.824,0,0.228,0.2,0,0.19,0.728,129.003,208372,4
"98","hip-hop","Gunna","What Happened To Virgil (feat. Gunna)",0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4
"99","hip-hop","Gunna","Solid (feat. Drake)",0.887,0.485,11,-9.358,0,0.2,0.0392,0,0.141,0.328,125.987,215693,4
"100","hip-hop","Gunna","DOLLAZ ON MY HEAD (feat. Young Thug)",0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,197760,4
"101","hip-hop","Kodak Black","Drowning (feat. Kodak Black)",0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,209269,4
"102","hip-hop","Kodak Black","ZEZE (feat. Travis Scott & Offset)",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
"103","hip-hop","Kodak Black","Super Gremlin",0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,200548,4
"104","hip-hop","Kodak Black","Silent Hill",0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4
"105","hip-hop","Kodak Black","No Flockin'",0.943,0.595,5,-8.372,0,0.191,0.0673,0,0.0839,0.815,117.532,165291,4
"106","hip-hop","Kodak Black","Wake Up in the Sky",0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,203161,4
"107","hip-hop","Kodak Black","Walk",0.817,0.512,8,-6.943,1,0.0984,0.037,0,0.216,0.17,130.04,166039,4
"108","hip-hop","Kodak Black","Transportin'",0.804,0.66,10,-4.86,0,0.0726,0.0319,0,0.103,0.257,94.053,169345,4
"109","hip-hop","Kodak Black","Roll in Peace (feat. XXXTENTACION)",0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,213132,4
"110","hip-hop","Kodak Black","Love & War",0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146,4
"111","hip-hop","Mac Miller","The Spins",0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.007,195873,4
"112","hip-hop","Mac Miller","Love Lost",0.735,0.812,2,-4.417,1,0.151,0.528,0,0.186,0.584,109.835,162876,4
"113","hip-hop","Mac Miller","Self Care",0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
"114","hip-hop","Mac Miller","Weekend (feat. Miguel)",0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4
"115","hip-hop","Mac Miller","Small Worlds",0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733,4
"116","hip-hop","Mac Miller","Congratulations (feat. Bilal)",0.465,0.225,4,-12.637,0,0.0455,0.948,0.00155,0.18,0.207,57.75,256427,4
"117","hip-hop","Mac Miller","Blue World",0.742,0.553,8,-8.98,1,0.419,0.389,0,0.0694,0.508,84.931,209440,4
"118","hip-hop","Mac Miller","Good News",0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
"119","hip-hop","Mac Miller","Come Back to Earth",0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
"120","hip-hop","Mac Miller","My Favorite Part",0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,216000,4
"121","hip-hop","Lil Durk","Laugh Now Cry Later (feat. Lil Durk)",0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4
"122","hip-hop","Lil Durk","3 Headed Goat (feat. Lil Baby & Polo G)",0.846,0.48,8,-8.618,0,0.359,0.269,0,0.0989,0.419,143.029,169532,4
"123","hip-hop","Lil Durk","Hot Shit (feat. Ye & Lil Durk)",0.878,0.685,9,-5.28,1,0.225,0.00152,0,0.0753,0.523,157.003,211649,4
"124","hip-hop","Lil Durk","What Happened To Virgil (feat. Gunna)",0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4
"125","hip-hop","Lil Durk","Twin (feat. Lil Durk)",0.767,0.611,11,-8.168,0,0.177,0.0412,0.000151,0.107,0.395,83.973,148855,4
"126","hip-hop","Lil Durk","Broadway Girls (feat. Morgan Wallen)",0.659,0.745,10,-3.599,1,0.0347,0.0417,0,0.296,0.54,74.967,185600,4
"127","hip-hop","Lil Durk","Hellcats & Trackhawks",0.841,0.672,1,-5.557,0,0.371,0.0122,0,0.321,0.599,157.026,146845,4
"128","hip-hop","Lil Durk","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",0.748,0.713,6,-6.399,1,0.355,0.00496,0,0.245,0.482,75.591,279573,4
"129","hip-hop","Lil Durk","In The Bible (with Lil Durk & Giveon)",0.686,0.385,7,-8.35,0,0.297,0.614,0,0.131,0.147,143.07,296568,4
"130","hip-hop","Lil Durk","Still Trappin'",0.877,0.679,5,-4.969,0,0.355,0.0458,0,0.0987,0.624,144.93,172185,4
"131","hip-hop","Kid Cudi","THE SCOTTS",0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,165978,4
"132","hip-hop","Kid Cudi","Mr. Rager",0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,294213,4
"133","hip-hop","Kid Cudi","Pursuit Of Happiness - Extended Steve Aoki Remix",0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,4
"134","hip-hop","Kid Cudi","Pursuit Of Happiness (Nightmare)",0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
"135","hip-hop","Kid Cudi","Tequila Shots",0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4
"136","hip-hop","Kid Cudi","Day 'N' Nite (nightmare)",0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,221240,4
"137","hip-hop","Kid Cudi","love.",0.574,0.736,5,-4.743,1,0.0465,0.146,1.66e-05,0.407,0.344,138.501,328573,4
"138","hip-hop","Kid Cudi","Erase Me - Main",0.687,0.631,9,-5.612,1,0.129,0.063,0,0.108,0.853,186.071,192253,4
"139","hip-hop","Kid Cudi","Show Out (with Skepta & Pop Smoke)",0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4
"140","hip-hop","Kid Cudi","Do What I Want",0.822,0.874,6,-4.006,1,0.113,0.0895,3.71e-06,0.0737,0.369,155.032,172053,4
"141","hip-hop","JAY-Z","Ni**as In Paris",0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,219333,4
"142","hip-hop","JAY-Z","Empire State Of Mind",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,4
"143","hip-hop","JAY-Z","Numb / Encore",0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,205733,4
"144","hip-hop","JAY-Z","No Church In The Wild",0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,272507,4
"145","hip-hop","JAY-Z","Run This Town",0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,267520,4
"146","hip-hop","JAY-Z","03' Bonnie & Clyde",0.759,0.678,9,-5.148,0,0.314,0.23,0,0.15,0.327,89.64,205560,4
"147","hip-hop","JAY-Z","4:44",0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493,4
"148","hip-hop","JAY-Z","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",0.42,0.725,8,-4.262,1,0.223,0.092,0,0.18,0.186,77.941,501648,1
"149","hip-hop","JAY-Z","Otis",0.754,0.631,7,-4.751,0,0.307,0.552,0,0.5,0.432,94.577,178213,4
"150","hip-hop","JAY-Z","Love All (with JAY-Z)",0.73,0.576,2,-5.442,1,0.287,0.354,3.59e-05,0.15,0.155,92.131,228461,4
"151","hip-hop","Playboi Carti","Sky",0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
"152","hip-hop","Playboi Carti","Shoota (feat. Lil Uzi Vert)",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,153800,4
"153","hip-hop","Playboi Carti","Magnolia",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,181812,4
"154","hip-hop","Playboi Carti","Vamp Anthem",0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,124094,4
"155","hip-hop","Playboi Carti","Fell In Luv (feat. Bryson Tiller)",0.657,0.668,2,-6.208,1,0.136,0.0273,0,0.32,0.227,162.997,206333,4
"156","hip-hop","Playboi Carti","ILoveUIHateU",0.684,0.693,4,-6.651,0,0.0339,0.00534,0,0.506,0.108,134.988,135122,4
"157","hip-hop","Playboi Carti","R.I.P.",0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,192027,4
"158","hip-hop","Playboi Carti","Location",0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,168784,4
"159","hip-hop","Playboi Carti","Miss The Rage (feat. Playboi Carti)",0.581,0.877,8,-4.938,1,0.114,0.0151,0,0.826,0.353,77.006,236883,4
"160","hip-hop","Playboi Carti","Long Time - Intro",0.472,0.861,4,-3.966,0,0.0447,0.283,0,0.83,0.358,144.077,211773,4
"161","hip-hop","Baby Keem","HONEST",0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,172672,4
"162","hip-hop","Baby Keem","ORANGE SODA",0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882,4
"163","hip-hop","Baby Keem","family ties (with Kendrick Lamar)",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,252262,4
"164","hip-hop","Baby Keem","16",0.701,0.782,1,-4.987,1,0.138,0.0918,2.31e-06,0.124,0.57,94.03,156040,4
"165","hip-hop","Baby Keem","lost souls (with Brent Faiyaz)",0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4
"166","hip-hop","Baby Keem","trademark usa",0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,4
"167","hip-hop","Baby Keem","bank account (with Lil Uzi Vert)",0.859,0.721,11,-3.369,0,0.237,0.011,0,0.484,0.689,148.015,214240,4
"168","hip-hop","Baby Keem","Savior",0.605,0.692,8,-7.45,1,0.446,0.495,0,0.303,0.685,124.84,224466,5
"169","hip-hop","Baby Keem","STATS",0.567,0.462,1,-7.794,1,0.36,0.00192,3.57e-06,0.106,0.172,152.236,169828,4
"170","hip-hop","Baby Keem","vent",0.896,0.377,9,-5.502,1,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,136573,4
"171","hip-hop","Quavo","HOTEL LOBBY (Unc & Phew)",0.825,0.649,11,-4.297,1,0.169,0.117,0,0.232,0.143,127.978,142657,4
"172","hip-hop","Quavo","To The Bone (feat. YoungBoy Never Broke Again)",0.899,0.582,11,-7.275,0,0.264,0.0395,0,0.1,0.505,149.973,283196,4
"173","hip-hop","Quavo","Nothing Changed",0.876,0.551,5,-6.872,0,0.0992,0.233,0,0.185,0.685,134.946,199111,4
"174","hip-hop","Quavo","Chocolate (feat. Young Thug and Gunna)",0.854,0.611,1,-6.824,0,0.228,0.2,0,0.19,0.728,129.003,208372,4
"175","hip-hop","Quavo","Messy",0.832,0.574,11,-7.232,0,0.341,0.0741,0,0.109,0.464,152.919,177395,4
"176","hip-hop","Quavo","HOTEL LOBBY (Unc & Phew) - A COLORS SHOW",0.859,0.548,10,-6.59,0,0.197,0.041,0,0.204,0.112,127.958,165581,4
"177","hip-hop","Quavo","See Bout It (feat. Mustard)",0.545,0.68,6,-5.112,0,0.293,0.127,6.09e-06,0.327,0.422,101.04,180594,4
"178","hip-hop","Quavo","FLIP THE SWITCH (feat. Drake)",0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,156195,4
"179","hip-hop","Quavo","Bars Into Captions",0.843,0.693,10,-5.64,0,0.169,0.0043,0,0.0915,0.81,166.024,167711,4
"180","hip-hop","Quavo","PARTY (feat. Quavo & Takeoff)",0.786,0.618,2,-6.449,1,0.153,0.024,0,0.336,0.443,119.964,211025,4
"181","hip-hop","Lil Peep","Star Shopping",0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,4
"182","hip-hop","Lil Peep","Falling Down - Bonus Track",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
"183","hip-hop","Lil Peep","Save That Shit",0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,106,231547,4
"184","hip-hop","Lil Peep","white tee",0.8,0.526,11,-8.909,1,0.0416,0.285,0,0.0717,0.729,149.991,132227,4
